estado,ano,turno,situacao,quantidade,proporcao,uf
Pernambuco,1989,2,DEMAIS,3210571,0.8529354490517497,PE
Pernambuco,1994,1,ABSTENÇÃO,943966,0.21127506407863297,PE
Pernambuco,1994,1,DEMAIS,3523982,0.788724935921367,PE
Pernambuco,1998,1,ABSTENÇÃO,1309413,0.25578968959387394,PE
Pernambuco,1998,1,DEMAIS,3809687,0.7442103104061261,PE
Pernambuco,2002,1,ABSTENÇÃO,1150439,0.2131758361225549,PE
Pernambuco,2002,1,DEMAIS,4246228,0.7868241638774451,PE
Pernambuco,2002,2,ABSTENÇÃO,1300819,0.2410411833822617,PE
Pernambuco,2002,2,DEMAIS,4095848,0.7589588166177383,PE
Pernambuco,2006,1,ABSTENÇÃO,1064542,0.09122802386900566,PE
Pernambuco,2006,1,DEMAIS,10604482,0.9087719761309944,PE
Pernambuco,2006,2,ABSTENÇÃO,1133388,0.09712791746764768,PE
Pernambuco,2006,2,DEMAIS,10535636,0.9028720825323523,PE
Pernambuco,2010,1,ABSTENÇÃO,1214277,0.19409137764331233,PE
Pernambuco,2010,1,DEMAIS,5041936,0.8059086223566877,PE
Pernambuco,2010,2,ABSTENÇÃO,1373943,0.21960656507017473,PE
Pernambuco,2010,2,DEMAIS,4882441,0.7803934349298253,PE
Pernambuco,2014,1,ABSTENÇÃO,1049479,0.1651719057662438,PE
Pernambuco,2014,1,DEMAIS,5304380,0.8348280942337563,PE
Pernambuco,2014,2,ABSTENÇÃO,1128804,0.1776500699471065,PE
Pernambuco,2014,2,DEMAIS,5225283,0.8223499300528935,PE
Piauí,1989,1,ABSTENÇÃO,259703,0.1946387645190447,PI
Piauí,1989,1,DEMAIS,1074579,0.8053612354809553,PI
Piauí,1989,2,ABSTENÇÃO,259703,0.1946387645190447,PI
Piauí,1989,2,DEMAIS,1074579,0.8053612354809553,PI
Piauí,1994,1,ABSTENÇÃO,363008,0.22254578180817222,PI
Piauí,1994,1,DEMAIS,1268153,0.7774542181918278,PI
Piauí,1998,1,ABSTENÇÃO,434557,0.2439755214327822,PI
Piauí,1998,1,DEMAIS,1346593,0.7560244785672178,PI
Piauí,2002,1,ABSTENÇÃO,291650,0.15779433119874997,PI
Piauí,2002,1,DEMAIS,1556642,0.84220566880125,PI
Piauí,2002,2,ABSTENÇÃO,406397,0.21987705405855784,PI
Piauí,2002,2,DEMAIS,1441895,0.7801229459414422,PI
Piauí,2006,1,ABSTENÇÃO,334856,0.08074640801271664,PI
Piauí,2006,1,DEMAIS,3812152,0.9192535919872834,PI
Piauí,2006,2,ABSTENÇÃO,424117,0.1022706008765838,PI
Piauí,2006,2,DEMAIS,3722891,0.8977293991234162,PI
Piauí,2010,1,ABSTENÇÃO,448538,0.19830475952998017,PI
Piauí,2010,1,DEMAIS,1813324,0.8016952404700198,PI
Piauí,2010,2,ABSTENÇÃO,517245,0.22867408422272828,PI
Piauí,2010,2,DEMAIS,1744686,0.7713259157772717,PI
Piauí,2014,1,ABSTENÇÃO,443062,0.18898124783533718,PI
Piauí,2014,1,DEMAIS,1901414,0.8110187521646628,PI
Piauí,2014,2,ABSTENÇÃO,498273,0.2125280176412505,PI
Piauí,2014,2,DEMAIS,1846232,0.7874719823587495,PI
Rio de Janeiro,1989,1,ABSTENÇÃO,555543,0.0677776873602994,RJ
Rio de Janeiro,1989,1,DEMAIS,7641004,0.9322223126397006,RJ
Rio de Janeiro,1989,2,ABSTENÇÃO,555543,0.0677776873602994,RJ
Rio de Janeiro,1989,2,DEMAIS,7641004,0.9322223126397006,RJ
Rio de Janeiro,1994,1,ABSTENÇÃO,1385814,0.15179728114953786,RJ
Rio de Janeiro,1994,1,DEMAIS,7743559,0.8482027188504622,RJ
Rio de Janeiro,1998,1,ABSTENÇÃO,2018001,0.20237017678801184,RJ
Rio de Janeiro,1998,1,DEMAIS,7953829,0.7976298232119882,RJ
Rio de Janeiro,2002,1,ABSTENÇÃO,1499735,0.14683823928248818,RJ
Rio de Janeiro,2002,1,DEMAIS,8713783,0.8531617607175118,RJ
Rio de Janeiro,2002,2,ABSTENÇÃO,1730985,0.16947980118114053,RJ
Rio de Janeiro,2002,2,DEMAIS,8482533,0.8305201988188595,RJ
Rio de Janeiro,2006,1,ABSTENÇÃO,1635603,0.07508764110927876,RJ
Rio de Janeiro,2006,1,DEMAIS,20146983,0.9249123588907212,RJ
Rio de Janeiro,2006,2,ABSTENÇÃO,1889377,0.08673795664114445,RJ
Rio de Janeiro,2006,2,DEMAIS,19893209,0.9132620433588555,RJ
Rio de Janeiro,2010,1,ABSTENÇÃO,2011597,0.17365181171440155,RJ
Rio de Janeiro,2010,1,DEMAIS,9572486,0.8263481882855984,RJ
Rio de Janeiro,2010,2,ABSTENÇÃO,2436258,0.21030443003909988,RJ
Rio de Janeiro,2010,2,DEMAIS,9148177,0.7896955699609001,RJ
Rio de Janeiro,2014,1,ABSTENÇÃO,2440581,0.20112839130728952,RJ
Rio de Janeiro,2014,1,DEMAIS,9693862,0.7988716086927105,RJ
Rio de Janeiro,2014,2,ABSTENÇÃO,2713771,0.22363244513105562,RJ
Rio de Janeiro,2014,2,DEMAIS,9421190,0.7763675548689444,RJ
Rio Grande do Norte,1989,1,ABSTENÇÃO,179334,0.13815242109933995,RN
Rio Grande do Norte,1989,1,DEMAIS,1118754,0.86184757890066,RN
Rio Grande do Norte,1989,2,ABSTENÇÃO,179334,0.13815242109933995,RN
Rio Grande do Norte,1989,2,DEMAIS,1118754,0.86184757890066,RN
Rio Grande do Norte,1994,1,ABSTENÇÃO,236988,0.1589337353599193,RN
Rio Grande do Norte,1994,1,DEMAIS,1254124,0.8410662646400807,RN
Rio Grande do Norte,1998,1,ABSTENÇÃO,329355,0.19049147616362297,RN
Rio Grande do Norte,1998,1,DEMAIS,1399620,0.8095085238363771,RN
Rio Grande do Norte,2002,1,ABSTENÇÃO,337515,0.1760290854926144,RN
Rio Grande do Norte,2002,1,DEMAIS,1579867,0.8239709145073856,RN
Rio Grande do Norte,2002,2,ABSTENÇÃO,396783,0.20693998379039752,RN
Rio Grande do Norte,2002,2,DEMAIS,1520599,0.7930600162096024,RN
Rio Grande do Norte,2006,1,ABSTENÇÃO,311232,0.07406251070845216,RN
Rio Grande do Norte,2006,1,DEMAIS,3891056,0.9259374892915478,RN
Rio Grande do Norte,2006,2,ABSTENÇÃO,351506,0.08364633742380341,RN
Rio Grande do Norte,2006,2,DEMAIS,3850782,0.9163536625761965,RN
Rio Grande do Norte,2010,1,ABSTENÇÃO,367434,0.16365932257367663,RN
Rio Grande do Norte,2010,1,DEMAIS,1877681,0.8363406774263233,RN
Rio Grande do Norte,2010,2,ABSTENÇÃO,483909,0.21553296091973273,RN
Rio Grande do Norte,2010,2,DEMAIS,1761265,0.7844670390802673,RN
Rio Grande do Norte,2014,1,ABSTENÇÃO,391478,0.16826307077804661,RN
Rio Grande do Norte,2014,1,DEMAIS,1935105,0.8317369292219534,RN
Rio Grande do Norte,2014,2,ABSTENÇÃO,410927,0.1766167710867815,RN
Rio Grande do Norte,2014,2,DEMAIS,1915732,0.8233832289132185,RN
Rio Grande do Sul,1989,1,ABSTENÇÃO,337488,0.059203632828994004,RS
Rio Grande do Sul,1989,1,DEMAIS,5362973,0.940796367171006,RS
Rio Grande do Sul,1989,2,ABSTENÇÃO,337488,0.059203632828994004,RS
Rio Grande do Sul,1989,2,DEMAIS,5362973,0.940796367171006,RS
Rio Grande do Sul,1994,1,ABSTENÇÃO,746740,0.11860506818512835,RS
Rio Grande do Sul,1994,1,DEMAIS,5549281,0.8813949318148716,RS
Rio Grande do Sul,1998,1,ABSTENÇÃO,1023119,0.14944602580426716,RS
Rio Grande do Sul,1998,1,DEMAIS,5822958,0.8505539741957329,RS
Rio Grande do Sul,2002,1,ABSTENÇÃO,955150,0.1299145731602735,RS
Rio Grande do Sul,2002,1,DEMAIS,6396989,0.8700854268397266,RS
Rio Grande do Sul,2002,2,ABSTENÇÃO,1073931,0.14607055171290967,RS
Rio Grande do Sul,2002,2,DEMAIS,6278208,0.8539294482870903,RS
Rio Grande do Sul,2006,1,ABSTENÇÃO,1073755,0.0692693052896795,RS
Rio Grande do Sul,2006,1,DEMAIS,14427411,0.9307306947103205,RS
Rio Grande do Sul,2006,2,ABSTENÇÃO,1197001,0.07722006202630176,RS
Rio Grande do Sul,2006,2,DEMAIS,14304165,0.9227799379736983,RS
Rio Grande do Sul,2010,1,ABSTENÇÃO,1204648,0.1485834808295971,RS
Rio Grande do Sul,2010,1,DEMAIS,6902902,0.8514165191704028,RS
Rio Grande do Sul,2010,2,ABSTENÇÃO,1436185,0.17713654222454098,RS
Rio Grande do Sul,2010,2,DEMAIS,6671600,0.822863457775459,RS
Rio Grande do Sul,2014,1,ABSTENÇÃO,1408386,0.1679603502778517,RS
Rio Grande do Sul,2014,1,DEMAIS,6976843,0.8320396497221483,RS
Rio Grande do Sul,2014,2,ABSTENÇÃO,1525358,0.18190085546080115,RS
Rio Grande do Sul,2014,2,DEMAIS,6860298,0.8180991445391989,RS
Rondônia,1989,1,ABSTENÇÃO,140159,0.2512796240818529,RO
Rondônia,1989,1,DEMAIS,417622,0.7487203759181471,RO
Rondônia,1989,2,ABSTENÇÃO,140159,0.2512796240818529,RO
Rondônia,1989,2,DEMAIS,417622,0.7487203759181471,RO
Rondônia,1994,1,ABSTENÇÃO,211747,0.30596315096659715,RO
Rondônia,1994,1,DEMAIS,480320,0.6940368490334028,RO
Rondônia,1998,1,ABSTENÇÃO,250775,0.2999058813962082,RO
Rondônia,1998,1,DEMAIS,585404,0.7000941186037918,RO
Rondônia,2002,1,ABSTENÇÃO,189089,0.21425423066245913,RO
Rondônia,2002,1,DEMAIS,693456,0.7857457693375408,RO
Rondônia,2002,2,ABSTENÇÃO,241102,0.2732681167551295,RO
Rondônia,2002,2,DEMAIS,641189,0.7267318832448705,RO
Rondônia,2006,1,ABSTENÇÃO,202715,0.1025230849528287,RO
Rondônia,2006,1,DEMAIS,1774547,0.8974769150471713,RO
Rondônia,2006,2,ABSTENÇÃO,251191,0.1270398156642873,RO
Rondônia,2006,2,DEMAIS,1726071,0.8729601843357128,RO
Rondônia,2010,1,ABSTENÇÃO,231997,0.21514112327374837,RO
Rondônia,2010,1,DEMAIS,846351,0.7848588767262517,RO
Rondônia,2010,2,ABSTENÇÃO,276450,0.2563515275379682,RO
Rondônia,2010,2,DEMAIS,801952,0.7436484724620318,RO
Rondônia,2014,1,ABSTENÇÃO,240573,0.21355754361732157,RO
Rondônia,2014,1,DEMAIS,885929,0.7864424563826784,RO
Rondônia,2014,2,ABSTENÇÃO,274325,0.24351067248269484,RO
Rondônia,2014,2,DEMAIS,852217,0.7564893275173051,RO
Roraima,1989,1,ABSTENÇÃO,16956,0.2322707908110848,RR
Roraima,1989,1,DEMAIS,56045,0.7677292091889152,RR
Roraima,1989,2,ABSTENÇÃO,16956,0.2322707908110848,RR
Roraima,1989,2,DEMAIS,56045,0.7677292091889152,RR
Roraima,1994,1,ABSTENÇÃO,25986,0.21675230214867208,RR
Roraima,1994,1,DEMAIS,93902,0.7832476978513279,RR
Roraima,1998,1,ABSTENÇÃO,36897,0.2162524909154847,RR
Roraima,1998,1,DEMAIS,133723,0.7837475090845153,RR
Roraima,2002,1,ABSTENÇÃO,33313,0.15975619113387426,RR
Roraima,2002,1,DEMAIS,175211,0.8402438088661257,RR
Roraima,2002,2,ABSTENÇÃO,37758,0.18107268228117626,RR
Roraima,2002,2,DEMAIS,170766,0.8189273177188238,RR
Roraima,2006,1,ABSTENÇÃO,34357,0.07353935855066011,RR
Roraima,2006,1,DEMAIS,432835,0.9264606414493399,RR
Roraima,2006,2,ABSTENÇÃO,54842,0.11738642784979195,RR
Roraima,2006,2,DEMAIS,412350,0.8826135721502081,RR
Roraima,2010,1,ABSTENÇÃO,37980,0.13984005655458842,RR
Roraima,2010,1,DEMAIS,233616,0.8601599434454116,RR
Roraima,2010,2,ABSTENÇÃO,49924,0.18381240266123716,RR
Roraima,2010,2,DEMAIS,221679,0.8161875973387628,RR
Roraima,2014,1,ABSTENÇÃO,37217,0.12430071039474168,RR
Roraima,2014,1,DEMAIS,262194,0.8756992896052583,RR
Roraima,2014,2,ABSTENÇÃO,49191,0.16428817142532706,RR
Roraima,2014,2,DEMAIS,250228,0.835711828574673,RR
Santa Catarina,1989,1,ABSTENÇÃO,206503,0.0756444520637265,SC
Santa Catarina,1989,1,DEMAIS,2523413,0.9243555479362735,SC
Santa Catarina,1989,2,ABSTENÇÃO,206503,0.0756444520637265,SC
Santa Catarina,1989,2,DEMAIS,2523413,0.9243555479362735,SC
Santa Catarina,2006,1,ABSTENÇÃO,580322,0.06960809596748947,SC
Santa Catarina,2006,1,DEMAIS,7756668,0.9303919040325105,SC
Santa Catarina,2006,2,ABSTENÇÃO,635219,0.07619284657892117,SC
Santa Catarina,2006,2,DEMAIS,7701771,0.9238071534210789,SC
Santa Catarina,2010,1,ABSTENÇÃO,636654,0.14033360680562468,SC
Santa Catarina,2010,1,DEMAIS,3900064,0.8596663931943753,SC
Santa Catarina,2010,2,ABSTENÇÃO,766246,0.16889461780463844,SC
Santa Catarina,2010,2,DEMAIS,3770583,0.8311053821953616,SC
Santa Catarina,2014,1,ABSTENÇÃO,796820,0.16409884235785666,SC
Santa Catarina,2014,1,DEMAIS,4058912,0.8359011576421433,SC
Santa Catarina,2014,2,ABSTENÇÃO,867106,0.17856564038640424,SC
Santa Catarina,2014,2,DEMAIS,3988845,0.8214343596135958,SC
Santa Catarina,1994,1,ABSTENÇÃO,416859,0.13203063386638542,SC
Santa Catarina,1994,1,DEMAIS,2740431,0.8679693661336146,SC
Santa Catarina,1998,1,ABSTENÇÃO,573108,0.16296241111620727,SC
Santa Catarina,1998,1,DEMAIS,2943703,0.8370375888837928,SC
Santa Catarina,2002,1,ABSTENÇÃO,516405,0.1352562903780906,SC
Santa Catarina,2002,1,DEMAIS,3301569,0.8647437096219094,SC
Santa Catarina,2002,2,ABSTENÇÃO,579033,0.1516597546237874,SC
Santa Catarina,2002,2,DEMAIS,3238941,0.8483402453762127,SC
São Paulo,1989,1,ABSTENÇÃO,1057720,0.05717102553486356,SP
São Paulo,1989,1,DEMAIS,17443260,0.9428289744651365,SP
São Paulo,1989,2,ABSTENÇÃO,1057720,0.05717102553486356,SP
São Paulo,1989,2,DEMAIS,17443260,0.9428289744651365,SP
São Paulo,1994,1,ABSTENÇÃO,2361743,0.11368202277440216,SP
São Paulo,1994,1,DEMAIS,18413248,0.8863179772255978,SP
São Paulo,1998,1,ABSTENÇÃO,3850497,0.16510833095993943,SP
São Paulo,1998,1,DEMAIS,19470537,0.8348916690400606,SP
São Paulo,2002,1,ABSTENÇÃO,4087339,0.1593159578357169,SP
São Paulo,2002,1,DEMAIS,21568214,0.8406840421642832,SP
São Paulo,2002,2,ABSTENÇÃO,4162264,0.16223637822189996,SP
São Paulo,2002,2,DEMAIS,21493289,0.8377636217781,SP
São Paulo,2006,1,ABSTENÇÃO,4265672,0.0760708472707708,SP
São Paulo,2006,1,DEMAIS,51809318,0.9239291527292292,SP
São Paulo,2006,2,ABSTENÇÃO,4579099,0.0816595770542655,SP
São Paulo,2006,2,DEMAIS,51496369,0.9183404229457345,SP
São Paulo,2010,1,ABSTENÇÃO,4979456,0.1643942402510581,SP
São Paulo,2010,1,DEMAIS,25310267,0.8356057597489419,SP
São Paulo,2010,2,ABSTENÇÃO,5801614,0.19153282109475916,SP
São Paulo,2010,2,DEMAIS,24488829,0.8084671789052409,SP
São Paulo,2014,1,ABSTENÇÃO,6242936,0.1952154861157777,SP
São Paulo,2014,1,DEMAIS,25736781,0.8047845138842223,SP
São Paulo,2014,2,ABSTENÇÃO,6558345,0.20507106113938656,SP
São Paulo,2014,2,DEMAIS,25422496,0.7949289388606134,SP
Sergipe,1989,1,ABSTENÇÃO,101011,0.13015690574702574,SE
Sergipe,1989,1,DEMAIS,675060,0.8698430942529742,SE
Sergipe,1989,2,ABSTENÇÃO,101011,0.13015690574702574,SE
Sergipe,1989,2,DEMAIS,675060,0.8698430942529742,SE
Sergipe,1994,1,ABSTENÇÃO,163619,0.17364785841489377,SE
Sergipe,1994,1,DEMAIS,778627,0.8263521415851062,SE
Sergipe,1998,1,ABSTENÇÃO,234205,0.21662821952424205,SE
Sergipe,1998,1,DEMAIS,846933,0.783371780475758,SE
Sergipe,2002,1,ABSTENÇÃO,198744,0.17313205561648634,SE
Sergipe,2002,1,DEMAIS,949189,0.8268679443835136,SE
Sergipe,2002,2,ABSTENÇÃO,202673,0.17655472923942425,SE
Sergipe,2002,2,DEMAIS,945260,0.8234452707605757,SE
Sergipe,2006,1,ABSTENÇÃO,188227,0.0724069749997115,SE
Sergipe,2006,1,DEMAIS,2411343,0.9275930250002885,SE
Sergipe,2006,2,ABSTENÇÃO,235797,0.09070615524875268,SE
Sergipe,2006,2,DEMAIS,2363773,0.9092938447512473,SE
Sergipe,2010,1,ABSTENÇÃO,240465,0.16870782567454365,SE
Sergipe,2010,1,DEMAIS,1184869,0.8312921743254563,SE
Sergipe,2010,2,ABSTENÇÃO,294968,0.20694295261755108,SE
Sergipe,2010,2,DEMAIS,1130391,0.7930570473824489,SE
Sergipe,2014,1,ABSTENÇÃO,213706,0.14701874040741691,SE
Sergipe,2014,1,DEMAIS,1239891,0.8529812595925831,SE
Sergipe,2014,2,ABSTENÇÃO,231229,0.15906972392619045,SE
Sergipe,2014,2,DEMAIS,1222404,0.8409302760738095,SE
Tocantins,1989,1,ABSTENÇÃO,146159,0.3149571176141016,TO
Tocantins,1989,1,DEMAIS,317901,0.6850428823858984,TO
Tocantins,1989,2,ABSTENÇÃO,146159,0.3149571176141016,TO
Tocantins,1989,2,DEMAIS,317901,0.6850428823858984,TO
Tocantins,1994,1,ABSTENÇÃO,204873,0.31612642402939173,TO
Tocantins,1994,1,DEMAIS,443200,0.6838735759706083,TO
Tocantins,1998,1,ABSTENÇÃO,125466,0.20095652396755634,TO
Tocantins,1998,1,DEMAIS,498878,0.7990434760324436,TO
Tocantins,2002,1,ABSTENÇÃO,161818,0.20603338184383185,TO
Tocantins,2002,1,DEMAIS,623579,0.7939666181561682,TO
Tocantins,2002,2,ABSTENÇÃO,225570,0.2872050695380807,TO
Tocantins,2002,2,DEMAIS,559827,0.7127949304619192,TO
Tocantins,2006,1,ABSTENÇÃO,160646,0.09099405479377566,TO
Tocantins,2006,1,DEMAIS,1604810,0.9090059452062244,TO
Tocantins,2006,2,ABSTENÇÃO,223019,0.12632373732338842,TO
Tocantins,2006,2,DEMAIS,1542437,0.8736762626766116,TO
Tocantins,2010,1,ABSTENÇÃO,175262,0.1848938607836642,TO
Tocantins,2010,1,DEMAIS,772644,0.8151061392163358,TO
Tocantins,2010,2,ABSTENÇÃO,251365,0.2651730933151041,TO
Tocantins,2010,2,DEMAIS,696563,0.7348269066848959,TO
Tocantins,2014,1,ABSTENÇÃO,195295,0.1960047331386952,TO
Tocantins,2014,1,DEMAIS,801084,0.8039952668613047,TO
Tocantins,2014,2,ABSTENÇÃO,246386,0.24727867602043377,TO
Tocantins,2014,2,DEMAIS,750004,0.7527213239795663,TO
